Start Point,Method,Result,Iterations,Func Calls
0,0,Gradient Descent (Rosenbrock),0.8700264682913782,0.757027007241364,500,3344
0,0,Conjugate Gradient (Rosenbrock),1.0000007935171318,1.00000158949047,321,2899
0,0,Gradient Descent (Quadratic),0.9706683444263015,0.9707016493529319,500,3041
0,0,Conjugate Gradient (Quadratic),0.999999744673205,0.9999997454558484,62,360
0,0,Gradient Descent (Test),-0.3278468196028629,-1.5698907425402906,500,1000
0,0,Conjugate Gradient (Test),-0.5651605526654676,-2.415273427798383,500,1001
-1,-1,Gradient Descent (Rosenbrock),-1.8090492140650125,3.28496684303676,500,4493
-1,-1,Conjugate Gradient (Rosenbrock),0.9999999268291774,0.9999998517336656,312,2818
-1,-1,Gradient Descent (Quadratic),0.9413366888526026,0.941403298705863,500,3041
-1,-1,Conjugate Gradient (Quadratic),0.9999993073353863,0.9999993043064848,417,3790
-1,-1,Gradient Descent (Test),-1.1062314461354692,-1.4563646223257114,500,1000
-1,-1,Conjugate Gradient (Test),-1.2771132940082686,-2.2813828096012534,500,1001
2,2,Gradient Descent (Rosenbrock),1.2726122002170739,1.619182040046866,500,4009
2,2,Conjugate Gradient (Rosenbrock),0.999999523242835,0.9999990443444093,90,630
2,2,Gradient Descent (Quadratic),1.0293316555736998,1.029298350647068,500,3041
2,2,Conjugate Gradient (Quadratic),1.000000567593539,1.0000005712245006,212,1678
2,2,Gradient Descent (Test),5.294272150734251,2.1649183727321586,500,1000
2,2,Conjugate Gradient (Test),4.629770819147035,-2.0403926120135805,500,1001